iter	MultiClass
510	1.417879862
511	1.417569881
512	1.415768227
513	1.413391472
514	1.412530524
515	1.41141155
516	1.410505632
517	1.409116991
518	1.407816803
519	1.407323254
520	1.405488075
521	1.404313588
522	1.403722996
523	1.403282793
524	1.402240542
525	1.400309881
526	1.399793188
527	1.39934566
528	1.398112013
529	1.396863768
530	1.396568029
531	1.39523948
532	1.394527627
533	1.39373381
534	1.392206397
535	1.391138077
536	1.390711628
537	1.389514409
538	1.388054294
539	1.38675827
540	1.386325925
541	1.385046912
542	1.384758797
543	1.384178337
544	1.383025859
545	1.382402294
546	1.381441706
547	1.380441542
548	1.379995635
549	1.379314139
550	1.378652075
551	1.377237974
552	1.376919398
553	1.376254587
554	1.375723183
555	1.374253569
556	1.373645625
557	1.373016223
558	1.371820599
559	1.37162395
560	1.370757126
561	1.370495834
562	1.369997357
563	1.368881624
564	1.368255381
565	1.367116325
566	1.366924236
567	1.366264312
568	1.365869589
569	1.364717679
570	1.362678561
571	1.361215815
572	1.359776333
573	1.359642235
574	1.358835994
575	1.35722684
576	1.356600749
577	1.355382723
578	1.354641294
579	1.353368493
580	1.352808457
581	1.352607833
582	1.351752439
583	1.350954277
584	1.350459348
585	1.350015158
586	1.348535449
587	1.347420943
588	1.346357052
589	1.34539508
590	1.344028269
591	1.342567701
592	1.342101961
593	1.341848396
594	1.340386952
595	1.340158576
596	1.338848644
597	1.337774403
598	1.336394988
599	1.335458789
600	1.334440597
601	1.33351106
602	1.332747186
603	1.331710962
604	1.330597395
605	1.329465289
606	1.329155767
607	1.328623572
608	1.328324379
609	1.327251814
610	1.326298446
611	1.325336596
612	1.324525476
613	1.324345454
614	1.323242129
615	1.322157373
616	1.321489024
617	1.321051708
618	1.320251934
619	1.319170486
620	1.3186867
621	1.317895382
622	1.317033071
623	1.316122313
624	1.314648641
625	1.314235362
626	1.313998969
627	1.312512676
628	1.312033743
629	1.310882447
630	1.31023613
631	1.309436509
632	1.308550036
633	1.307075038
634	1.306194139
635	1.305780282
636	1.303997406
637	1.303578741
638	1.303279138
639	1.302128339
640	1.301926874
641	1.3014617
642	1.30086031
643	1.300651936
644	1.299648057
645	1.299275632
646	1.299150225
647	1.298700111
648	1.297892373
649	1.296512641
650	1.296127596
651	1.295267094
652	1.294027218
653	1.293238974
654	1.292103033
655	1.291160758
656	1.289789508
657	1.288206803
658	1.287724601
659	1.286942304
660	1.28630877
661	1.28501673
662	1.28469892
663	1.283590898
664	1.283181594
665	1.282594298
666	1.281538896
667	1.280678877
668	1.279872309
669	1.279035268
670	1.27857033
671	1.278075368
672	1.277134522
673	1.276399762
674	1.2752981
675	1.27475144
676	1.273206194
677	1.272760637
678	1.272122938
679	1.271613527
680	1.27123196
681	1.270297726
682	1.269721002
683	1.268644287
684	1.267227435
685	1.266346168
686	1.265770397
687	1.265299976
688	1.265092415
689	1.264901356
690	1.264620477
691	1.263650474
692	1.262844077
693	1.261529735
694	1.260721253
695	1.259220462
696	1.258619423
697	1.258010869
698	1.257525424
699	1.256347934
700	1.255979535
701	1.255477794
702	1.25474202
703	1.253616738
704	1.25202847
705	1.25074916
706	1.250578913
707	1.249527619
708	1.249043734
709	1.247893708
710	1.247038793
711	1.245547675
712	1.245005561
713	1.244042527
714	1.242233564
715	1.241768443
716	1.241012675
717	1.239474818
718	1.238884088
719	1.238548108
720	1.238059076
721	1.236523348
722	1.235335816
723	1.234395137
724	1.233702161
725	1.232333285
726	1.231572643
727	1.230469574
728	1.229152998
729	1.227912978
730	1.227111842
731	1.226586165
732	1.225861007
733	1.225207036
734	1.224782152
735	1.224517091
736	1.224260474
737	1.223796524
738	1.223141555
739	1.221760909
740	1.221397202
741	1.220329601
742	1.219021167
743	1.218116276
744	1.21738116
745	1.217243162
746	1.21666485
747	1.215701916
748	1.214957993
749	1.213964227
750	1.213399597
751	1.212646084
752	1.212510416
753	1.211776876
754	1.210855533
755	1.210702114
756	1.209823253
757	1.208320044
758	1.207824292
759	1.207114932
760	1.206525594
761	1.205240279
762	1.203793885
763	1.202276209
764	1.200777434
765	1.200538624
766	1.199970662
767	1.199681799
768	1.198422817
769	1.198083646
770	1.196507057
771	1.19585676
772	1.195385877
773	1.194183152
774	1.192954412
775	1.191636622
776	1.189941249
777	1.18951396
778	1.188087368
779	1.187733581
780	1.186056023
781	1.185029107
782	1.184399624
783	1.183662026
784	1.182762608
785	1.182622886
786	1.1824529
787	1.18145716
788	1.180689926
789	1.180101203
790	1.17976481
791	1.179440947
792	1.178688117
793	1.177609039
794	1.177196488
795	1.176825494
796	1.175243383
797	1.174498994
798	1.173963975
799	1.173366865
800	1.172270782
801	1.171054946
802	1.170132645
803	1.169828364
804	1.169305904
805	1.169034007
806	1.167968688
807	1.167375453
808	1.16697943
809	1.166030689
810	1.165072025
811	1.164442134
812	1.164253169
813	1.162691393
814	1.161568614
815	1.161298624
816	1.160061648
817	1.159748425
818	1.158567438
819	1.1584322
820	1.157382324
821	1.156257363
822	1.155823001
823	1.155044845
824	1.154678368
825	1.153820311
826	1.15331198
827	1.151651649
828	1.150786677
829	1.14945369
830	1.149014759
831	1.147878817
832	1.147577364
833	1.147448183
834	1.146701062
835	1.145461132
836	1.144845684
837	1.143599326
838	1.141716107
839	1.14163102
840	1.14099995
841	1.140585755
842	1.139438082
843	1.139036711
844	1.138679363
845	1.138238495
846	1.138081475
847	1.136899788
848	1.135757941
849	1.13518004
850	1.134898262
851	1.134827687
852	1.133573684
853	1.132730261
854	1.131577815
855	1.13139212
856	1.130233704
857	1.129815092
858	1.129046189
859	1.128672959
860	1.128140258
861	1.127297518
862	1.126699842
863	1.125485942
864	1.124151128
865	1.123381407
866	1.122582991
867	1.122156961
868	1.121352726
869	1.121055326
870	1.119925119
871	1.118946315
872	1.117562603
873	1.11711331
874	1.116509886
875	1.115257235
876	1.114320675
877	1.113739134
878	1.112925123
879	1.111872782
880	1.11171923
881	1.111072528
882	1.110953809
883	1.110300299
884	1.108637755
885	1.108391986
886	1.107875949
887	1.107417562
888	1.107068543
889	1.106911396
890	1.105725392
891	1.105334903
892	1.104000009
893	1.10348347
894	1.103053241
895	1.102734673
896	1.101427906
897	1.100808089
898	1.10010766
899	1.09927485
900	1.097944553
901	1.097401487
902	1.096395609
903	1.096155792
904	1.095519626
905	1.095104414
906	1.094356516
907	1.094073311
908	1.092928219
909	1.091641487
910	1.091287719
911	1.09076249
912	1.090352469
913	1.089281487
914	1.088783347
915	1.087639145
916	1.08668517
917	1.086379775
918	1.085582609
919	1.084919888
920	1.084541186
921	1.084299728
922	1.083529555
923	1.083058458
924	1.082029438
925	1.081081954
926	1.080782075
927	1.080484955
928	1.07945174
929	1.078151572
930	1.077745525
931	1.077007075
932	1.076601466
933	1.076076389
934	1.075215388
935	1.073982972
936	1.072891414
937	1.071863191
938	1.071203716
939	1.069720101
940	1.068640086
941	1.067335382
942	1.066959696
943	1.066156798
944	1.065723093
945	1.064913091
946	1.064167201
947	1.063429537
948	1.063246117
949	1.062160631
950	1.0607736
951	1.060081554
952	1.059513088
953	1.059387759
954	1.059065053
955	1.058166088
956	1.057130194
957	1.056514439
958	1.056156838
959	1.055416533
960	1.054982135
961	1.054028565
962	1.053555026
963	1.052738973
964	1.052179631
965	1.051956352
966	1.051190105
967	1.05038172
968	1.049859476
969	1.049348982
970	1.048389788
971	1.047332189
972	1.046134173
973	1.045569997
974	1.044800407
975	1.044399558
976	1.043289454
977	1.042652084
978	1.04179936
979	1.040892365
980	1.040597894
981	1.040381077
982	1.039525692
983	1.038888075
984	1.038776341
985	1.038027095
986	1.037834923
987	1.037062371
988	1.036769137
989	1.036538197
990	1.035972437
991	1.035762203
992	1.035113141
993	1.034810722
994	1.034385123
995	1.033855315
996	1.033659505
997	1.033508412
998	1.032986266
999	1.032040361
