iter	Passed	Remaining
265	69913	192920
266	70166	192630
267	70424	192354
268	70680	192071
269	70944	191812
270	71248	191660
271	71555	191517
272	71850	191337
273	72141	191147
274	72445	190993
275	72738	190805
276	73020	190591
277	73251	190241
278	73468	189858
279	73704	189524
280	73942	189198
281	74187	188889
282	74445	188611
283	74692	188308
284	74938	188003
285	75244	187847
286	75563	187723
287	75872	187573
288	76174	187405
289	76470	187219
290	76720	186923
291	77021	186750
292	77287	186492
293	77548	186222
294	77818	185973
295	78091	185730
296	78383	185533
297	78677	185340
298	78962	185126
299	79286	185000
300	79627	184914
301	79943	184769
302	80211	184512
303	80494	184290
304	80781	184075
305	81065	183853
306	81318	183562
307	81553	183229
308	81803	182932
309	82069	182671
310	82332	182402
311	82621	182191
312	82925	182011
313	83222	181816
314	83554	181697
315	83825	181445
316	84099	181198
317	84382	180971
318	84637	180684
319	84924	180465
320	85181	180181
321	85497	180022
322	85744	179719
323	86011	179456
324	86254	179144
325	86504	178847
326	86780	178604
327	87043	178332
328	87423	178302
329	87758	178175
330	88032	177927
331	88325	177714
332	88617	177501
333	88904	177275
334	89176	177022
335	89403	176678
336	89639	176352
337	89916	176108
338	90171	175821
339	90431	175543
340	90696	175275
341	90968	175021
342	91301	174884
343	91604	174688
344	91898	174474
345	92189	174254
346	92478	174029
347	92772	173814
348	93074	173613
349	93329	173326
350	93574	173018
351	93816	172707
352	94076	172429
353	94354	172182
354	94650	171971
355	94954	171771
356	95203	171473
357	95534	171320
358	95839	171122
359	96118	170876
360	96377	170596
361	96635	170312
362	96900	170043
363	97156	169757
364	97405	169458
365	97620	169101
366	97809	168701
367	98054	168398
368	98323	168136
369	98586	167864
370	98850	167592
371	99117	167327
372	99422	167126
373	99728	166925
374	100013	166688
375	100295	166447
376	100581	166212
377	100853	165954
378	101111	165673
379	101361	165379
380	101585	165042
381	101826	164734
382	102067	164427
383	102317	164135
384	102558	163827
385	102773	163478
386	103038	163210
387	103351	163018
388	103697	162877
389	103990	162651
390	104263	162395
391	104549	162157
392	104833	161918
393	105096	161646
394	105353	161364
395	105574	161027
396	105804	160705
397	106050	160408
398	106305	160124
399	106569	159853
400	106847	159604
401	107080	159288
402	107346	159022
403	107661	158827
404	107957	158604
405	108338	158505
406	108633	158279
407	108909	158025
408	109191	157779
409	109457	157511
410	109680	157182
411	109902	156850
412	110119	156513
413	110369	156223
414	110627	155944
415	110887	155668
416	111125	155362
417	111437	155158
418	111739	154941
419	112027	154704
420	112306	154455
421	112576	154192
422	112852	153937
423	113120	153673
424	113394	153416
425	113644	153126
426	113896	152839
427	114141	152543
428	114414	152285
429	114690	152031
430	114958	151766
431	115195	151460
432	115504	151248
433	115816	151041
434	116093	150788
435	116362	150523
436	116643	150275
437	116917	150016
438	117183	149749
439	117420	149444
440	117640	149118
441	117870	148804
442	118072	148457
443	118317	148163
444	118579	147891
445	118846	147625
446	119090	147331
447	119379	147091
448	119691	146881
449	119963	146622
450	120223	146347
451	120505	146100
452	120794	145859
453	121072	145607
454	121351	145354
455	121593	145058
456	121802	144724
457	122038	144420
458	122286	144132
459	122566	143882
460	122827	143610
461	123083	143331
462	123342	143056
463	123670	142860
464	123975	142638
465	124261	142393
466	124530	142129
467	124818	141887
468	125087	141623
469	125336	141336
470	125584	141049
471	125784	140708
472	126013	140400
473	126251	140101
474	126492	139807
475	126749	139530
476	127024	139274
477	127271	138987
478	127600	138788
479	127902	138561
480	128184	138311
481	128471	138066
482	128754	137817
483	129043	137575
484	129318	137317
485	129538	137001
486	129740	136667
487	129974	136366
488	130186	136043
489	130457	135782
490	130709	135501
491	131070	135333
492	131349	135079
493	131667	134865
494	131937	134602
495	132189	134321
496	132453	134052
497	132725	133791
498	132982	133515
499	133231	133231
500	133464	132931
501	133679	132614
502	133916	132318
503	134156	132027
504	134403	131741
505	134636	131443
506	134890	131165
507	135145	130889
508	135449	130659
509	135754	130430
510	136046	130189
511	136330	129940
512	136605	129682
513	136873	129417
514	137139	129151
515	137383	128863
516	137601	128552
517	137811	128233
518	138053	127945
519	138298	127660
520	138554	127385
521	138803	127103
522	139060	126829
523	139351	126586
524	139645	126345
525	139970	126133
526	140265	125892
527	140552	125645
528	140800	125363
529	141064	125094
530	141350	124846
531	141572	124541
532	141795	124237
533	142054	123965
534	142316	123695
535	142574	123422
536	142838	123154
537	143070	122860
538	143332	122590
539	143658	122376
540	143957	122137
541	144229	121876
542	144517	121629
543	144804	121379
544	145089	121129
545	145344	120853
546	145574	120557
547	145811	120267
548	146056	119984
549	146286	119688
550	146543	119415
551	146806	119147
552	147058	118870
553	147312	118594
554	147582	118331
555	147900	118107
556	148189	117859
557	148471	117606
558	148741	117343
559	148999	117071
560	149229	116776
561	149495	116510
562	149725	116216
563	149946	115916
564	150157	115608
565	150378	115308
566	150624	115027
567	150875	114750
568	151132	114477
569	151426	114233
570	151741	114005
571	152029	113756
572	152305	113498
573	152580	113239
574	152852	112977
575	153111	112706
576	153370	112436
577	153599	112143
578	153815	111841
579	154045	111550
580	154285	111265
581	154665	111082
582	154965	110841
583	155227	110572
584	155578	110367
585	155892	110135
586	156226	109917
587	156523	109673
588	156784	109402
589	157056	109141
590	157324	108875
591	157543	108577
592	157738	108262
593	157974	107975
594	158214	107692
595	158378	107357
596	158628	107080
597	158882	106807
598	159129	106528
599	159396	106264
600	159744	106053
601	160043	105809
602	160313	105546
603	160602	105295
604	160877	105035
605	161150	104774
606	161414	104506
607	161651	104222
608	161874	103928
609	162112	103645
610	162365	103371
611	162586	103078
612	162852	102812
613	163116	102545
614	163358	102265
615	163650	102015
616	163981	101791
617	164271	101539
618	164542	101277
619	164834	101027
620	165050	100731
621	165313	100463
622	165557	100185
623	165778	99892
624	165996	99598
625	166234	99315
626	166484	99040
627	166746	98773
628	166984	98491
629	167216	98206
630	167556	97984
631	167874	97749
632	168234	97538
633	168557	97306
634	168910	97090
635	169225	96852
636	169496	96589
637	169742	96311
638	170001	96041
639	170308	95798
640	170606	95550
641	170886	95291
642	171177	95039
643	171461	94783
644	171812	94563
645	172126	94323
646	172427	94075
647	172692	93808
648	172976	93551
649	173285	93307
650	173527	93027
651	173757	92741
652	173986	92455
653	174239	92181
654	174482	91903
655	174746	91635
656	175006	91365
657	175279	91102
658	175577	90852
659	175902	90616
660	176199	90365
661	176482	90107
662	176764	89848
663	177110	89622
664	177377	89355
665	177623	89078
666	177837	88785
667	178060	88496
668	178279	88206
669	178519	87927
670	178734	87635
671	179013	87375
672	179262	87101
673	179580	86859
674	179892	86614
675	180184	86360
676	180492	86113
677	180776	85855
678	181053	85593
679	181275	85305
680	181535	85036
681	181771	84755
682	181995	84469
683	182222	84184
684	182457	83903
685	182696	83624
686	182962	83358
687	183216	83086
688	183513	82834
689	183838	82594
690	184148	82347
691	184432	82088
692	184675	81811
693	184943	81545
694	185217	81282
695	185485	81016
696	185712	80732
697	185936	80448
698	186172	80168
699	186425	79896
700	186684	79627
701	186936	79354
702	187200	79087
703	187465	78820
704	187843	78601
705	188156	78354
706	188457	78101
707	188724	77835
708	189009	77576
709	189288	77315
710	189527	77037
711	189776	76763
712	189980	76471
713	190225	76196
714	190495	75931
715	190743	75657
716	191047	75406
717	191332	75147
718	191672	74909
719	191984	74660
720	192273	74402
721	192558	74143
722	192860	73889
723	193147	73630
724	193413	73363
725	193666	73091
726	193898	72812
727	194132	72533
728	194374	72257
729	194633	71987
730	194900	71721
731	195181	71460
732	195453	71195
733	195802	70958
734	196108	70705
735	196382	70441
736	196669	70181
737	196957	69922
738	197194	69645
739	197464	69379
740	197807	69139
741	198199	68915
742	198547	68676
743	199057	68492
744	199531	68295
745	199941	68076
746	200231	67816
747	200608	67584
748	200920	67331
749	201273	67091
750	201596	66840
751	201894	66582
752	202187	66321
753	202458	66054
754	202728	65786
755	203003	65519
756	203291	65257
757	203676	65025
758	204050	64790
759	204400	64547
760	204775	64311
761	205081	64054
762	205356	63786
763	205663	63529
764	205901	63250
765	206176	62983
766	206440	62712
767	206718	62446
768	207004	62182
769	207266	61910
770	207576	61653
771	207897	61399
772	208187	61136
773	208479	60873
774	208753	60605
775	209033	60339
776	209292	60067
777	209765	59855
778	210157	59621
779	210532	59380
780	211038	59177
781	211645	59001
782	212452	58878
783	213073	58704
784	213564	58492
785	213846	58222
786	214118	57950
787	214431	57689
788	214755	57431
789	215043	57163
790	215363	56903
791	215697	56647
792	216173	56428
793	216541	56180
794	216870	55922
795	217212	55667
796	217515	55402
797	217997	55182
798	218367	54933
799	218763	54690
800	219110	54435
801	219430	54173
802	219847	53935
803	220216	53684
804	220608	53439
805	220981	53189
806	221300	52925
807	221621	52662
808	221927	52395
809	222310	52146
810	222611	51878
811	222897	51606
812	223168	51331
813	223459	51060
814	223798	50800
815	224130	50539
816	224451	50274
817	224860	50030
818	225177	49764
819	225490	49497
820	225764	49222
821	226018	48943
822	226316	48673
823	226584	48396
824	226850	48119
825	227158	47851
826	227444	47579
827	227788	47318
828	228115	47054
829	228591	46819
830	229113	46594
831	229667	46375
832	230015	46113
833	230364	45851
834	230870	45621
835	231373	45389
836	231826	45146
837	232204	44889
838	232679	44649
839	233092	44398
840	233448	44135
841	234113	43931
842	234610	43693
843	235178	43469
844	235726	43239
845	236629	43074
846	237439	42890
847	238129	42683
848	238626	42441
849	239096	42193
850	239595	41950
851	240119	41710
852	240694	41479
853	241173	41231
854	241756	40999
855	242203	40744
856	242698	40496
857	243212	40252
858	243750	40010
859	244427	39790
860	245277	39597
861	246125	39402
862	246931	39200
863	247418	38945
864	248108	38722
865	248762	38492
866	249281	38240
867	249813	37990
868	250257	37725
869	250638	37451
870	251006	37175
871	251452	36910
872	251935	36650
873	252325	36376
874	252647	36092
875	252937	35803
876	253260	35519
877	253583	35235
878	253937	34956
879	254286	34675
880	254630	34393
881	254960	34110
882	255345	33833
883	255697	33553
884	256082	33276
885	256420	32993
886	256640	32694
887	256930	32405
888	257227	32117
889	257541	31830
890	257925	31553
891	258345	31279
892	258868	31017
893	259306	30745
894	259633	30459
895	259925	30169
896	260209	29879
897	260467	29585
898	260716	29290
899	260965	28996
900	261274	28708
901	261576	28419
902	261866	28129
903	262129	27836
904	262486	27553
905	262823	27268
906	263169	26984
907	263468	26695
908	263773	26406
909	264141	26123
910	264602	25850
911	265032	25573
912	265471	25296
913	265857	25015
914	266218	24730
915	266726	24459
916	267067	24172
917	267407	23886
918	267779	23601
919	268122	23314
920	268535	23033
921	268910	22749
922	269343	22469
923	269730	22185
924	270064	21897
925	270365	21605
926	270878	21331
927	271204	21041
928	271549	20753
929	271907	20466
930	272212	20174
931	272533	19884
932	272798	19590
933	273082	19297
934	273350	19002
935	273730	18716
936	274031	18424
937	274303	18130
938	274680	17844
939	275033	17555
940	275353	17264
941	275637	16971
942	275921	16678
943	276185	16383
944	276457	16090
945	276662	15792
946	276883	15496
947	277135	15201
948	277393	14907
949	277694	14615
950	278026	14325
951	278347	14034
952	278697	13744
953	279048	13455
954	279409	13165
955	279731	12874
956	280053	12583
957	280388	12292
958	280639	11998
959	280864	11702
960	281108	11408
961	281345	11113
962	281629	10820
963	282053	10533
964	282423	10243
965	282773	9952
966	283136	9662
967	283439	9369
968	283727	9076
969	283992	8783
970	284257	8489
971	284514	8195
972	284743	7901
973	284973	7607
974	285216	7313
975	285479	7019
976	285761	6727
977	286015	6433
978	286336	6142
979	286681	5850
980	286994	5558
981	287348	5267
982	287639	4974
983	287970	4682
984	288317	4390
985	288585	4097
986	288899	3805
987	289173	3512
988	289444	3219
989	289710	2926
990	290076	2634
991	290475	2342
992	290985	2051
993	291485	1759
994	291766	1466
995	292045	1172
996	292403	879
997	292670	586
998	292931	293
999	293225	0
