iter	Passed	Remaining
422	2144	10968
423	2148	10961
424	2153	10954
425	2158	10951
426	2163	10945
427	2168	10938
428	2174	10936
429	2178	10930
430	2183	10923
431	2189	10923
432	2194	10916
433	2199	10909
434	2204	10906
435	2210	10903
436	2214	10897
437	2220	10895
438	2224	10884
439	2228	10874
440	2233	10868
441	2238	10863
442	2242	10853
443	2247	10846
444	2253	10845
445	2257	10837
446	2262	10830
447	2267	10825
448	2271	10818
449	2276	10810
450	2281	10806
451	2286	10800
452	2291	10793
453	2295	10786
454	2301	10782
455	2305	10775
456	2310	10768
457	2316	10765
458	2320	10759
459	2325	10752
460	2331	10750
461	2335	10743
462	2341	10740
463	2347	10738
464	2351	10731
465	2356	10725
466	2362	10722
467	2366	10715
468	2371	10709
469	2377	10706
470	2381	10701
471	2386	10694
472	2390	10684
473	2396	10682
474	2401	10675
475	2405	10668
476	2411	10665
477	2416	10660
478	2421	10657
479	2427	10657
480	2432	10652
481	2436	10640
482	2441	10637
483	2446	10631
484	2451	10624
485	2456	10621
486	2461	10615
487	2466	10610
488	2473	10611
489	2478	10605
490	2482	10597
491	2488	10597
492	2493	10591
493	2499	10588
494	2503	10582
495	2508	10574
496	2513	10570
497	2518	10564
498	2523	10557
499	2529	10558
500	2534	10551
501	2539	10545
502	2544	10540
503	2549	10535
504	2553	10528
505	2558	10521
506	2561	10508
507	2566	10502
508	2570	10495
509	2576	10492
510	2581	10486
511	2585	10479
512	2591	10475
513	2595	10469
514	2601	10466
515	2606	10462
516	2611	10457
517	2616	10450
518	2621	10443
519	2626	10439
520	2630	10432
521	2635	10426
522	2641	10423
523	2645	10416
524	2650	10409
525	2656	10407
526	2660	10400
527	2665	10393
528	2670	10389
529	2675	10383
530	2680	10377
531	2685	10374
532	2690	10367
533	2694	10360
534	2699	10355
535	2705	10351
536	2709	10344
537	2714	10338
538	2719	10334
539	2724	10327
540	2729	10321
541	2735	10321
542	2740	10314
543	2744	10307
544	2750	10304
545	2754	10298
546	2759	10291
547	2764	10287
548	2769	10281
549	2774	10275
550	2779	10272
551	2784	10266
552	2789	10260
553	2794	10255
554	2799	10249
555	2804	10244
556	2809	10239
557	2814	10234
558	2819	10228
559	2823	10221
560	2829	10217
561	2834	10212
562	2839	10209
563	2845	10206
564	2850	10199
565	2854	10193
566	2860	10191
567	2866	10187
568	2870	10181
569	2876	10179
570	2881	10172
571	2885	10166
572	2891	10163
573	2896	10157
574	2900	10150
575	2906	10148
576	2911	10142
577	2916	10135
578	2921	10132
579	2926	10125
580	2930	10119
581	2935	10113
582	2940	10108
583	2945	10102
584	2950	10098
585	2956	10095
586	2960	10088
587	2963	10076
588	2969	10072
589	2974	10066
590	2978	10060
591	2984	10056
592	2988	10050
593	2994	10046
594	3004	10057
595	3009	10053
596	3014	10049
597	3019	10044
598	3025	10039
599	3030	10036
600	3035	10031
601	3040	10026
602	3045	10021
603	3051	10017
604	3053	10004
605	3058	9998
606	3064	9995
607	3069	9990
608	3074	9984
609	3079	9981
610	3084	9976
611	3089	9970
612	3095	9967
613	3100	9961
614	3104	9955
615	3110	9952
616	3115	9946
617	3120	9940
618	3125	9937
619	3131	9935
620	3136	9929
621	3139	9917
622	3144	9912
623	3148	9905
624	3153	9899
625	3158	9895
626	3163	9888
627	3168	9882
628	3173	9879
629	3178	9872
630	3183	9867
631	3188	9863
632	3193	9857
633	3197	9850
634	3203	9846
635	3207	9840
636	3212	9834
637	3217	9830
638	3222	9825
639	3227	9819
640	3232	9813
641	3237	9808
642	3242	9801
643	3246	9795
644	3252	9792
645	3257	9786
646	3262	9782
647	3268	9779
648	3273	9773
649	3277	9767
650	3283	9764
651	3288	9758
652	3292	9752
653	3296	9742
654	3301	9737
655	3305	9730
656	3310	9725
657	3315	9720
658	3320	9714
659	3325	9708
660	3331	9705
661	3335	9699
662	3340	9693
663	3346	9690
664	3350	9684
665	3355	9678
666	3360	9674
667	3365	9668
668	3369	9659
669	3373	9651
670	3378	9648
671	3383	9641
672	3388	9636
673	3394	9634
674	3399	9630
675	3404	9625
676	3409	9620
677	3414	9614
678	3419	9608
679	3424	9604
680	3428	9596
681	3433	9590
682	3439	9589
683	3444	9583
684	3449	9577
685	3454	9573
686	3459	9567
687	3462	9556
688	3467	9550
689	3472	9546
690	3477	9542
691	3483	9539
692	3488	9534
693	3491	9524
694	3496	9518
695	3502	9516
696	3505	9506
697	3510	9501
698	3516	9496
699	3521	9492
700	3526	9488
701	3532	9485
702	3537	9479
703	3541	9473
704	3546	9468
705	3551	9463
706	3556	9457
707	3561	9452
708	3566	9447
709	3571	9441
710	3576	9435
711	3581	9431
712	3586	9425
713	3590	9419
714	3596	9416
715	3601	9410
716	3605	9404
717	3612	9402
718	3614	9390
719	3619	9384
720	3624	9380
721	3629	9375
722	3634	9369
723	3639	9363
724	3644	9359
725	3648	9353
726	3654	9348
727	3659	9345
728	3664	9339
729	3669	9334
730	3673	9327
731	3678	9322
732	3683	9316
733	3688	9311
734	3693	9305
735	3697	9300
736	3702	9294
737	3707	9290
738	3712	9284
739	3717	9278
740	3722	9274
741	3727	9268
742	3732	9262
743	3737	9259
744	3742	9253
745	3747	9248
746	3753	9245
747	3759	9241
748	3763	9235
749	3768	9230
750	3773	9225
751	3786	9240
752	3793	9240
753	3799	9236
754	3803	9230
755	3809	9226
756	3813	9219
757	3818	9213
758	3823	9207
759	3827	9201
760	3831	9193
761	3835	9187
762	3842	9184
763	3847	9179
764	3851	9173
765	3857	9169
766	3861	9163
767	3866	9156
768	3871	9151
769	3876	9146
770	3880	9140
771	3885	9135
772	3890	9130
773	3895	9125
774	3900	9119
775	3905	9115
776	3910	9110
777	3916	9106
778	3921	9102
779	3926	9096
780	3935	9099
781	3940	9095
782	3945	9089
783	3951	9087
784	3956	9083
785	3961	9078
786	3968	9075
787	3973	9070
788	3978	9065
789	3984	9062
790	3989	9057
791	3994	9052
792	3999	9048
793	4004	9042
794	4009	9036
795	4014	9033
796	4019	9027
797	4024	9021
798	4029	9018
799	4034	9012
800	4039	9005
801	4044	9001
802	4049	8997
803	4054	8991
804	4060	8987
805	4065	8983
806	4070	8978
807	4076	8975
808	4081	8970
809	4086	8964
810	4092	8962
811	4096	8955
812	4101	8950
813	4107	8947
814	4112	8941
815	4116	8935
816	4123	8932
817	4128	8929
818	4133	8923
819	4139	8919
820	4143	8913
821	4148	8908
822	4153	8902
823	4158	8897
824	4163	8892
825	4168	8887
826	4173	8881
827	4178	8877
828	4183	8872
829	4189	8868
830	4193	8862
831	4198	8856
832	4204	8852
833	4208	8846
834	4213	8840
835	4218	8836
836	4223	8830
837	4228	8824
838	4234	8821
839	4238	8815
840	4243	8809
841	4246	8799
842	4251	8794
843	4255	8788
844	4260	8782
845	4265	8778
846	4270	8772
847	4275	8766
848	4280	8762
849	4285	8756
850	4290	8751
851	4295	8746
852	4300	8741
853	4304	8735
854	4310	8731
855	4315	8726
856	4320	8720
857	4325	8715
858	4330	8710
859	4335	8706
860	4340	8700
861	4345	8695
862	4350	8690
863	4354	8684
864	4360	8680
865	4364	8674
866	4369	8668
867	4375	8665
868	4380	8660
869	4384	8654
870	4390	8650
871	4395	8644
872	4400	8638
873	4405	8635
874	4410	8629
875	4415	8623
876	4420	8619
877	4425	8613
878	4429	8607
879	4435	8603
880	4439	8596
881	4443	8590
882	4448	8584
883	4454	8580
884	4458	8575
885	4463	8569
886	4468	8565
887	4473	8559
888	4478	8553
889	4483	8549
890	4488	8543
891	4493	8538
892	4498	8533
893	4503	8528
894	4508	8523
895	4513	8518
896	4518	8513
897	4523	8508
898	4529	8504
899	4534	8499
900	4538	8493
901	4543	8487
902	4548	8483
903	4553	8477
904	4558	8471
905	4563	8467
906	4569	8463
907	4573	8457
908	4579	8453
909	4582	8444
910	4587	8439
911	4592	8434
912	4597	8429
913	4602	8423
914	4607	8418
915	4612	8413
916	4616	8407
917	4621	8401
918	4626	8398
919	4631	8392
920	4636	8386
921	4642	8383
922	4646	8377
923	4651	8371
924	4657	8367
925	4661	8362
926	4665	8355
927	4671	8351
928	4676	8346
929	4682	8342
930	4688	8340
931	4694	8335
932	4700	8332
933	4707	8330
934	4712	8326
935	4718	8322
936	4723	8318
937	4729	8313
938	4735	8310
939	4740	8305
940	4745	8300
941	4750	8295
942	4755	8290
943	4760	8285
944	4766	8281
945	4769	8273
946	4774	8267
947	4779	8262
948	4784	8258
949	4790	8255
950	4797	8252
951	4802	8248
952	4808	8244
953	4813	8238
954	4818	8234
955	4822	8226
956	4829	8225
957	4834	8220
958	4839	8215
959	4845	8211
960	4850	8206
961	4855	8201
962	4861	8198
963	4866	8193
964	4871	8188
965	4878	8186
966	4886	8185
967	4892	8183
968	4898	8178
969	4903	8173
970	4909	8170
971	4914	8166
972	4920	8161
973	4926	8157
974	4931	8152
975	4937	8149
976	4943	8145
977	4948	8140
978	4954	8137
979	4958	8131
980	4963	8125
981	4970	8123
982	4975	8118
983	4979	8112
984	4985	8108
985	4990	8102
986	4995	8097
987	5001	8094
988	5006	8088
989	5011	8083
990	5017	8080
991	5022	8075
992	5027	8069
993	5032	8065
994	5038	8061
995	5043	8056
996	5048	8050
997	5052	8044
998	5058	8040
999	5064	8036
1000	5069	8032
1001	5075	8028
1002	5079	8022
1003	5084	8017
1004	5091	8015
1005	5096	8009
1006	5101	8005
1007	5107	8000
1008	5111	7994
1009	5116	7988
1010	5121	7984
1011	5126	7978
1012	5131	7972
1013	5136	7968
1014	5141	7962
1015	5145	7956
1016	5151	7952
1017	5156	7946
1018	5160	7941
1019	5165	7935
1020	5170	7930
1021	5175	7925
1022	5180	7919
1023	5185	7915
1024	5190	7909
1025	5195	7903
1026	5200	7899
1027	5204	7893
1028	5209	7887
1029	5215	7883
1030	5218	7876
1031	5223	7870
1032	5229	7866
1033	5233	7861
1034	5238	7855
1035	5242	7848
1036	5247	7843
1037	5252	7838
1038	5257	7832
1039	5262	7828
1040	5267	7823
1041	5272	7818
1042	5278	7813
1043	5283	7808
1044	5287	7802
1045	5293	7798
1046	5297	7792
1047	5302	7786
1048	5307	7781
1049	5312	7776
1050	5317	7770
1051	5322	7765
1052	5327	7761
1053	5330	7752
1054	5335	7747
1055	5340	7743
1056	5344	7736
1057	5349	7730
1058	5355	7727
1059	5360	7722
1060	5365	7716
1061	5370	7712
1062	5375	7707
1063	5380	7701
1064	5385	7696
1065	5390	7690
1066	5394	7685
1067	5400	7680
1068	5405	7675
1069	5409	7669
1070	5414	7664
1071	5419	7659
1072	5423	7652
1073	5428	7646
1074	5433	7642
1075	5438	7636
1076	5443	7631
1077	5447	7625
1078	5452	7620
1079	5457	7614
1080	5462	7609
1081	5467	7604
1082	5471	7598
1083	5476	7593
1084	5482	7588
1085	5487	7584
1086	5492	7579
1087	5497	7574
1088	5502	7568
1089	5506	7563
1090	5512	7558
1091	5517	7553
1092	5521	7547
1093	5527	7543
1094	5532	7537
1095	5536	7532
1096	5541	7527
1097	5545	7520
1098	5549	7513
1099	5553	7507
1100	5559	7503
1101	5564	7498
1102	5568	7492
1103	5574	7488
1104	5579	7482
1105	5583	7476
1106	5588	7472
1107	5593	7466
1108	5598	7460
1109	5603	7456
1110	5608	7451
1111	5613	7445
1112	5619	7442
1113	5624	7437
1114	5629	7431
1115	5634	7427
1116	5639	7422
1117	5644	7416
1118	5649	7411
1119	5654	7406
1120	5657	7398
1121	5662	7393
1122	5667	7389
1123	5673	7384
1124	5678	7379
1125	5683	7374
1126	5688	7369
1127	5693	7363
1128	5698	7359
1129	5703	7354
1130	5708	7348
1131	5713	7343
1132	5718	7338
1133	5723	7333
1134	5728	7328
1135	5733	7323
1136	5738	7317
1137	5742	7312
1138	5748	7308
1139	5754	7304
1140	5758	7297
1141	5763	7293
1142	5768	7287
1143	5773	7282
1144	5779	7278
1145	5784	7273
1146	5789	7268
1147	5795	7264
1148	5799	7258
1149	5804	7252
1150	5809	7248
1151	5814	7242
1152	5819	7238
1153	5827	7235
1154	5832	7231
1155	5837	7226
1156	5843	7222
1157	5848	7217
1158	5853	7212
1159	5859	7207
1160	5864	7202
1161	5869	7197
1162	5875	7193
1163	5880	7189
1164	5905	7207
1165	5914	7208
1166	5920	7203
1167	5926	7200
1168	5933	7197
1169	5939	7193
1170	5944	7187
1171	5949	7182
1172	5954	7178
1173	5959	7173
1174	5964	7167
1175	5971	7164
1176	5976	7159
1177	5981	7154
1178	5986	7149
1179	5991	7144
1180	5996	7139
1181	6002	7134
1182	6007	7129
1183	6012	7124
1184	6018	7120
1185	6023	7115
1186	6028	7110
1187	6034	7105
1188	6039	7100
1189	6043	7095
1190	6047	7088
1191	6052	7083
1192	6057	7077
1193	6062	7072
1194	6065	7065
1195	6070	7060
1196	6075	7055
1197	6080	7050
1198	6083	7042
1199	6088	7037
1200	6091	7029
1201	6096	7024
1202	6100	7018
1203	6105	7013
1204	6111	7008
1205	6115	7003
1206	6120	6997
1207	6125	6993
1208	6130	6987
1209	6135	6982
1210	6140	6977
1211	6146	6972
1212	6151	6967
1213	6156	6962
1214	6161	6957
1215	6166	6952
1216	6170	6946
1217	6176	6942
1218	6181	6937
1219	6187	6932
1220	6191	6927
1221	6196	6921
1222	6201	6916
1223	6206	6911
1224	6211	6906
1225	6216	6901
1226	6222	6896
1227	6226	6891
1228	6231	6885
1229	6237	6881
1230	6241	6875
1231	6247	6870
1232	6252	6866
1233	6256	6860
1234	6261	6854
1235	6266	6850
1236	6271	6844
1237	6277	6840
1238	6282	6835
1239	6287	6830
1240	6292	6824
1241	6304	6827
1242	6312	6825
1243	6318	6820
1244	6323	6816
1245	6328	6811
1246	6333	6805
1247	6337	6800
1248	6342	6794
1249	6347	6789
1250	6351	6783
1251	6355	6776
1252	6360	6771
1253	6364	6765
1254	6369	6759
1255	6374	6754
1256	6378	6749
1257	6382	6743
1258	6385	6735
1259	6390	6730
1260	6395	6724
1261	6399	6719
1262	6406	6715
1263	6410	6709
1264	6415	6704
1265	6420	6699
1266	6424	6693
1267	6429	6687
1268	6434	6682
1269	6439	6677
1270	6443	6671
1271	6450	6668
1272	6455	6662
1273	6460	6658
1274	6467	6654
1275	6473	6650
1276	6478	6646
1277	6484	6641
1278	6488	6635
1279	6493	6630
1280	6498	6625
1281	6504	6621
1282	6510	6617
1283	6516	6612
1284	6520	6607
1285	6526	6602
1286	6531	6597
1287	6536	6592
1288	6541	6587
1289	6547	6582
1290	6551	6577
1291	6556	6571
1292	6561	6567
1293	6566	6561
1294	6571	6556
1295	6576	6551
1296	6581	6545
1297	6586	6540
1298	6591	6535
1299	6596	6530
1300	6601	6525
1301	6607	6520
1302	6612	6515
1303	6616	6510
1304	6622	6506
1305	6627	6500
1306	6632	6495
1307	6637	6490
1308	6642	6485
1309	6647	6479
1310	6652	6474
1311	6657	6469
1312	6662	6464
1313	6667	6459
1314	6673	6454
1315	6677	6449
1316	6682	6444
1317	6687	6439
1318	6692	6433
1319	6698	6429
1320	6704	6425
1321	6708	6418
1322	6712	6413
1323	6717	6407
1324	6721	6402
1325	6726	6396
1326	6732	6392
1327	6737	6387
1328	6743	6383
1329	6750	6379
1330	6755	6375
1331	6761	6370
1332	6766	6365
1333	6771	6360
1334	6778	6356
1335	6783	6351
1336	6788	6346
1337	6793	6341
1338	6798	6336
1339	6804	6332
1340	6809	6327
1341	6814	6322
1342	6819	6317
1343	6824	6311
1344	6829	6306
1345	6834	6301
1346	6839	6296
1347	6844	6291
1348	6849	6286
1349	6854	6281
1350	6860	6276
1351	6864	6270
1352	6869	6265
1353	6875	6260
1354	6879	6255
1355	6884	6250
1356	6890	6245
1357	6894	6239
1358	6899	6234
1359	6905	6229
1360	6908	6223
1361	6912	6217
1362	6917	6212
1363	6922	6207
1364	6927	6201
1365	6933	6197
1366	6938	6192
1367	6942	6186
1368	6947	6181
1369	6952	6176
1370	6957	6170
1371	6962	6165
1372	6967	6160
1373	6972	6155
1374	6977	6150
1375	6982	6145
1376	6987	6140
1377	6992	6134
1378	6997	6129
1379	7002	6124
1380	7006	6119
1381	7012	6114
1382	7017	6108
1383	7021	6103
1384	7026	6098
1385	7032	6093
1386	7036	6087
1387	7041	6082
1388	7046	6077
1389	7051	6072
1390	7055	6066
1391	7061	6062
1392	7067	6057
1393	7071	6052
1394	7077	6047
1395	7082	6042
1396	7086	6036
1397	7092	6031
1398	7096	6026
1399	7101	6021
1400	7106	6015
1401	7111	6011
1402	7116	6005
1403	7122	6001
1404	7127	5996
1405	7131	5990
1406	7136	5985
1407	7141	5980
1408	7146	5974
1409	7151	5969
1410	7156	5964
1411	7160	5958
1412	7165	5953
1413	7170	5948
1414	7175	5943
1415	7180	5937
1416	7185	5932
1417	7190	5927
1418	7195	5922
1419	7201	5918
1420	7206	5913
1421	7211	5907
1422	7216	5902
1423	7221	5897
1424	7225	5892
1425	7230	5886
1426	7235	5881
1427	7240	5876
1428	7245	5871
1429	7250	5866
1430	7255	5861
1431	7260	5855
1432	7265	5850
1433	7270	5845
1434	7274	5840
1435	7280	5835
1436	7284	5830
1437	7289	5824
1438	7294	5819
1439	7299	5814
1440	7304	5809
1441	7309	5804
1442	7314	5799
1443	7319	5793
1444	7324	5788
1445	7330	5784
1446	7334	5778
1447	7340	5773
1448	7345	5768
1449	7349	5763
1450	7355	5758
1451	7360	5753
1452	7365	5748
1453	7370	5743
1454	7375	5738
1455	7380	5733
1456	7385	5727
1457	7391	5723
1458	7395	5717
1459	7400	5712
1460	7404	5707
1461	7409	5701
1462	7414	5696
1463	7419	5691
1464	7424	5685
1465	7428	5680
1466	7433	5675
1467	7438	5670
1468	7443	5665
1469	7448	5659
1470	7453	5654
1471	7459	5650
1472	7464	5645
1473	7469	5640
1474	7473	5634
1475	7478	5629
1476	7483	5624
1477	7487	5618
1478	7492	5612
1479	7497	5607
1480	7502	5602
1481	7506	5597
1482	7511	5591
1483	7516	5586
1484	7521	5581
1485	7525	5575
1486	7531	5571
1487	7535	5565
1488	7539	5559
1489	7545	5555
1490	7550	5549
1491	7554	5544
1492	7559	5539
1493	7564	5534
1494	7569	5528
1495	7573	5523
1496	7578	5518
1497	7583	5512
1498	7588	5508
1499	7594	5503
1500	7599	5498
1501	7604	5493
1502	7609	5488
1503	7614	5482
1504	7618	5477
1505	7624	5472
1506	7628	5467
1507	7633	5461
1508	7638	5456
1509	7643	5451
1510	7648	5446
1511	7654	5442
1512	7659	5437
1513	7664	5431
1514	7669	5426
1515	7674	5421
1516	7679	5416
1517	7683	5411
1518	7689	5406
1519	7694	5401
1520	7703	5398
1521	7708	5394
1522	7714	5389
1523	7720	5384
1524	7726	5380
1525	7732	5376
1526	7738	5371
1527	7743	5366
1528	7750	5362
1529	7755	5357
1530	7760	5352
1531	7767	5348
1532	7772	5343
1533	7777	5338
1534	7783	5334
1535	7788	5329
1536	7793	5324
1537	7800	5320
1538	7806	5316
1539	7815	5313
1540	7821	5309
1541	7830	5306
1542	7836	5302
1543	7844	5298
1544	7850	5294
1545	7861	5293
1546	7867	5289
1547	7875	5285
1548	7881	5281
1549	7888	5277
1550	7895	5273
1551	7901	5269
1552	7908	5265
1553	7915	5261
1554	7923	5258
1555	7929	5254
1556	7938	5251
1557	7943	5246
1558	7949	5241
1559	7956	5238
1560	7963	5234
1561	7971	5230
1562	7977	5226
1563	7989	5225
1564	7996	5221
1565	8002	5217
1566	8009	5213
1567	8015	5209
1568	8022	5205
1569	8031	5202
1570	8037	5198
1571	8046	5195
1572	8052	5190
1573	8060	5187
1574	8067	5183
1575	8074	5179
1576	8080	5175
1577	8086	5170
1578	8092	5166
1579	8098	5161
1580	8102	5155
1581	8109	5151
1582	8114	5146
1583	8120	5142
1584	8126	5137
1585	8132	5132
1586	8138	5128
1587	8143	5123
1588	8149	5118
1589	8156	5114
1590	8161	5109
1591	8167	5104
1592	8172	5099
1593	8178	5094
1594	8184	5090
1595	8190	5085
1596	8196	5081
1597	8203	5077
1598	8209	5072
1599	8215	5067
1600	8221	5063
1601	8226	5058
1602	8232	5053
1603	8238	5049
1604	8244	5044
1605	8251	5040
1606	8257	5035
1607	8264	5031
1608	8269	5026
1609	8275	5021
1610	8281	5017
1611	8287	5012
1612	8292	5007
1613	8299	5003
1614	8304	4998
1615	8310	4993
1616	8316	4988
1617	8322	4983
1618	8328	4979
1619	8334	4975
1620	8340	4970
1621	8346	4965
1622	8352	4961
1623	8359	4956
1624	8364	4951
1625	8369	4946
1626	8375	4942
1627	8382	4937
1628	8387	4932
1629	8393	4927
1630	8398	4922
1631	8403	4917
1632	8409	4912
1633	8414	4907
1634	8421	4903
1635	8426	4898
1636	8431	4893
1637	8437	4888
1638	8442	4883
1639	8447	4877
1640	8453	4873
1641	8459	4868
1642	8465	4864
1643	8471	4859
1644	8476	4854
1645	8482	4849
1646	8487	4844
1647	8492	4839
1648	8498	4834
1649	8503	4829
1650	8509	4824
1651	8514	4819
1652	8519	4813
1653	8525	4808
1654	8531	4804
1655	8537	4799
1656	8542	4794
1657	8549	4790
1658	8554	4785
1659	8560	4780
1660	8565	4775
1661	8570	4770
1662	8576	4765
1663	8582	4760
1664	8587	4755
1665	8593	4750
1666	8599	4745
1667	8605	4741
1668	8611	4736
1669	8615	4730
1670	8620	4725
1671	8626	4720
1672	8632	4716
1673	8642	4713
1674	8647	4708
1675	8656	4705
1676	8661	4700
1677	8668	4695
1678	8674	4691
1679	8679	4685
1680	8687	4682
1681	8693	4677
1682	8700	4673
1683	8706	4668
1684	8712	4663
1685	8720	4660
